,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,house_material_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex,unique_address,LAT_LON,underground_search,metro_address,LAT_LON_metro,metro_nearest,airport_nearest,center_distance
60,ДОМОС,real_estate_agent,https://ekb.cian.ru/sale/flat/300716804/,Екатеринбург,sale,flat,1,5,1,28.8,2900000,1961,-1,10.516622184715915,5.0,79126132682,Чкаловский, Ферганская,4,Ботаническая,,"Екатеринбург, Ферганская,4","(56.773369999963, 60.611150013567)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",2973.1288811196864,12271.170910506897,6915.539295213064
61,Содружество,real_estate_agent,https://ekb.cian.ru/sale/flat/298157492/,Екатеринбург,sale,flat,2,9,1,35.0,2940000,1977,-1,17.0,12.0,79126929630,Орджоникидзевский, Донбасская,6,Уралмаш,,"Екатеринбург, Донбасская,6","(56.891342982134, 60.571334213284)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",2577.453798495957,21646.332052198813,6687.019915816076
62,Стройтэк,developer,https://ekb.cian.ru/sale/flat/293802356/,Екатеринбург,sale,flat,1,17,1,37.53,5262161,2023,Монолитно-кирпичный,13.2,14.3,73432261852,, Хрустальногорская,89,Чкаловская,Рио,"Екатеринбург, Хрустальногорская,89","(56.79853108939, 60.492124282665)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",7257.825702810847,20037.255172288715,8371.874344792192
63,МФЦ Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/300045393/,Екатеринбург,sale,flat,4,5,1,31.6,3999000,1961,-1,18.0,5.0,79826204676,Кировский, Гагарина,20,Площадь 1905 года,,"Екатеринбург, Гагарина,20","(56.841369991583, 60.645550014752)",Станция метро Площадь 1905 года,"Екатеринбург,Станция метро Площадь 1905 года","('56.8360065', '60.599696')",2861.715030327636,14481.012471310072,2178.393738092058
64,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/300806779/,Екатеринбург,sale,flat,2,5,1,28.6,3550000,1966,-1,16.0,6.0,79126609016,Верх-Исетский, Шаумяна,86к2,Чкаловская,,"Екатеринбург, Шаумяна,86к2","(56.815910002597, 60.569270001989)",Станция метро Чкаловская,"Екатеринбург,Станция метро Чкаловская","('56.8073485', '60.6098317')",2654.573260916834,16426.048119849005,3376.366203365844
65,Ривьера-Инвест-Екб,developer,https://ekb.cian.ru/sale/flat/296188141/,Екатеринбург,sale,flat,23,25,1,46.9,6706700,2023,-1,17.126027099415847,8.284053984707544,73432261736,Чкаловский, 2-я Новосибирская,10,Ботаническая,Южный сад,"Екатеринбург, 2-я Новосибирская,10","(56.750175411465, 60.573231591881)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",6375.4630971025845,14198.705149671548,9782.289743598643
66,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/297286919/,Екатеринбург,sale,flat,1,5,1,28.0,3150000,1969,-1,15.0,6.0,79126924497,Кировский, Пионеров,9к1,Машиностроителей,,"Екатеринбург, Пионеров,9к1","(56.856460210948, 60.627308747489)",Станция метро Машиностроителей,"Екатеринбург,Станция метро Машиностроителей","('56.8784313', '60.612468')",2608.6962597554693,16475.36442150813,2527.9469402929194
67,Центр Ипотеки и Недвижимости Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300184587/,Екатеринбург,sale,flat,6,9,1,33.3,3390000,1987,-1,17.0,8.0,79826883309,Чкаловский, Бисертская,131,Ботаническая,,"Екатеринбург, Бисертская,131","(56.75269000081, 60.621940037525)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",5030.919474872093,11238.26286058679,9240.301921853094
68,Новый ориентир,real_estate_agent,https://ekb.cian.ru/sale/flat/300793265/,Екатеринбург,sale,flat,5,5,1,31.5,3750000,1964,-1,17.5,6.1,79623857499,Верх-Исетский, Гурзуфская,23А,Геологическая,,"Екатеринбург, Гурзуфская,23А","(56.824219989043, 60.577719966219)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",1603.649381420023,16448.909310863706,2414.1179029040804
69,ДэН,real_estate_agent,https://ekb.cian.ru/sale/flat/299066304/,Екатеринбург,sale,flat,2,2,1,32.2,2400000,1964,-1,19.0,6.0,79826515449,Октябрьский, Хвойная,89,Геологическая,,"Екатеринбург, Хвойная,89","(56.791371520046, 60.770192770646)",Станция метро Геологическая,"Екатеринбург,Станция метро Геологическая","('56.8264026', '60.6036815')",10893.47804872835,5564.214853295098,10864.374008213816
70,Астра,developer,https://ekb.cian.ru/sale/flat/298201203/,Екатеринбург,sale,flat,1,27,1,46.86,6180834,2026,-1,17.111420679714854,8.276988693462592,73432261786,Орджоникидзевский,тупик Балаклавский,2В,Уралмаш,Новация,"Екатеринбург,тупик Балаклавский,2В","(56.891644814467, 60.640001781583)",Станция метро Уралмаш,"Екатеринбург,Станция метро Уралмаш","('56.888655306822436', '60.6133351979879')",1659.1009568866116,19170.34655697151,6491.96868831805
71,Риэлтерский центр Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/295925408/,Екатеринбург,sale,flat,3,5,1,31.0,3550000,1961,-1,18.0,6.0,79826415928,Орджоникидзевский, Избирателей,28,Проспект Космонавтов,,"Екатеринбург, Избирателей,28","(56.899201016361, 60.606284821688)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",527.6528288242631,21009.122829358705,7103.832822665464
72,Проспект Групп,developer,https://ekb.cian.ru/sale/flat/296386702/,Екатеринбург,sale,flat,6,25,1,40.06,5441463,2025,Монолитно-кирпичный,14.62832933054582,7.0758891818205605,73432260878,Кировский, Владимира Высоцкого,7/1,Динамо,Гранит,"Екатеринбург, Владимира Высоцкого,7/1","(56.843203432987, 60.670995275865)",Станция метро Динамо,"Екатеринбург,Станция метро Динамо","('56.847786', '60.6015868')",4266.199303472674,13645.565063518712,3730.701939086898
73,Екатерина Андреева,realtor,https://ekb.cian.ru/sale/flat/300427884/,Екатеринбург,sale,flat,2,5,1,28.0,3400000,1970,-1,15.0,6.0,79122311257,Орджоникидзевский, Парниковая,7к2,Проспект Космонавтов,,"Екатеринбург, Парниковая,7к2","(56.909540989705, 60.615975245567)",Станция метро Проспект Космонавтов,"Екатеринбург,Станция метро Проспект Космонавтов","('56.9023365', '60.6127772')",825.5997783184856,21636.483989633656,8252.568260516551
74,Формула строительства,developer,https://ekb.cian.ru/sale/flat/300399838/,Екатеринбург,sale,flat,4,25,1,39.57,6212490,2025,Монолитно-кирпичный,14.449400689208638,6.989339364069884,73432260847,Верх-Исетский, Плотников,66/1,Площадь 1905 года,Жилой квартал ,"Екатеринбург, Плотников,66/1","(56.824330001522, 60.540779996915)",Станция метро Площадь 1905 года,"Екатеринбург,Станция метро Площадь 1905 года","('56.8360065', '60.599696')",3824.5609626235646,18402.35973837376,4493.322646850393
75,ДОМОС,real_estate_agent,https://ekb.cian.ru/sale/flat/299469611/,Екатеринбург,sale,flat,5,5,1,31.5,3600000,1963,-1,19.0,5.6,79126916370,Кировский, Июльская,48,Динамо,,"Екатеринбург, Июльская,48","(56.860733612841, 60.629193820352)",Станция метро Динамо,"Екатеринбург,Станция метро Динамо","('56.847786', '60.6015868')",2217.1280901436985,16761.562502521007,3012.657689095812
76,УРАЛКОМПЛЕКТ,developer,https://ekb.cian.ru/sale/flat/276166233/,Екатеринбург,sale,flat,14,20,1,52.3,5904000,2023,-1,17.7,15.0,73432261624,Чкаловский, Рощинская,59,Ботаническая,Огни Исети,"Екатеринбург, Рощинская,59","(56.778318382231, 60.673483377636)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",3327.4397382209904,8854.253998406244,7404.98293248916
77,Новый ориентир,real_estate_agent,https://ekb.cian.ru/sale/flat/299838250/,Екатеринбург,sale,flat,4,9,1,33.6,4150000,2019,-1,15.6,6.8,79090301988,Чкаловский,бульвар Золотистый,4,Ботаническая,,"Екатеринбург,бульвар Золотистый,4","(56.746785117661, 60.567002278085)",Станция метро Ботаническая,"Екатеринбург,Станция метро Ботаническая","('56.797543', '60.631804')",6902.609564051169,14570.841989015267,10243.75095930147
